ID,Label,IsTerminal,URL
terminal_Himanshu_Rai_Nilima_Dietze_Hainlin_1926_1997,Nilima Dietze (Hainlin) (1926–1997),True,
Nicholas_Roerich,Nicholas Roerich,False,
Helena_Roerich,Helena Roerich,False,
George_de_Roerich,George de Roerich,False,
Indira_Devi_Chaudhurani,Indira Devi Chaudhurani,False,
Prasannamoyee_Devi,Prasannamoyee Devi,False,
Priyamvada_Devi,Priyamvada Devi,False,
Mrinalini_Devi,Mrinalini Devi,False,
Rathindranath_Tagore,Rathindranath Tagore,False,
terminal_Girish_Karnad_Saraswathy_Ganapathy,Saraswathy Ganapathy,True,
Sussanne_Khan,Sussanne,False,
Zayed_Khan,Zayed,False,
Feroz_Khan_(actor),Feroz Khan,False,
Akbar_Khan_(director),Akbar Khan,False,
Fardeen_Khan,Fardeen Khan,False,
"terminal_Mazhar_Khan_(actor,_born_1955)_Rubaina_Separated",Rubaina (Separated),True,
terminal_Amjad_Khan_(actor)_Shehla_Khan,Shehla Khan,True,
terminal_Kruttika_Desai_Ayesha_Khan,Ayesha Khan,True,
terminal_Ravi_Chopra_Renu_Chopra_m_1975,Renu Chopra​(m.1975)​,True,
terminal_Vijayalakshmi_Feroz_Feroz_Mohammed,Feroz Mohammed,True,
terminal_Prem_Chopra_Uma_Malhotra_m_1969,Uma Malhotra​(m.1969)​,True,
Sharman_Joshi,Sharman Joshi,False,
Vikas_Bhalla,Vikas Bhalla,False,
terminal_Abhishek_Pathak_Kumar_Mangat_Pathak_father,Kumar Mangat Pathak (father),True,
terminal_Abhishek_Pathak_Neelam_Pathak_mother,Neelam Pathak (mother),True,
terminal_Imtiaz_Ali_(director)_Preety_Ali_m_1995,Preety Ali​(m.1995)​,True,
Soniya_Mehra,Soniya Mehra,False,
Rohan_Mehra_(born_1991),Rohan Mehra,False,
terminal_Rukhsana_Sultana_Shivinder_Singh_Virk_divorced,Shivinder Singh Virk (divorced),True,
Begum_Para,Begum Para,False,
Nasir_Khan_(actor),Nasir Khan,False,
Ayub_Khan_(actor),Ayub Khan,False,
terminal_Iftikhar_Ali_Khan_Pataudi_Muhammad_Ibrahim_Ali_Khan_Pataudi,Muhammad Ibrahim Ali Khan Pataudi,True,
terminal_Iftikhar_Ali_Khan_Pataudi_Shahar_Bano_Begum,Shahar Bano Begum,True,
Hamidullah_Khan,Hamidullah Khan,False,
terminal_Sajida_Sultan_Maimoona_Sultan,Maimoona Sultan,True,
Kunal_Khemu,Kunal Khemu,False,
Shandilya,Shandilya,False,
Shobhana_Samarth,Shobhana Samarth,False,
Nutan,Nutan,False,
terminal_Shobhna_Samarth_Prabhakar_Shilotri_father,Prabhakar Shilotri (father),True,
Rattan_Bai,Rattan Bai,False,
Aditya_Chopra,Aditya Chopra,False,
terminal_Tinnu_Anand_Shahnaz_Anand,Shahnaz Anand,True,
terminal_Tinnu_Anand_2_Isha_Anand_Diksha_Anand,2 (Isha Anand & Diksha Anand),True,
terminal_Sunny_Deol_Lynda_Pooja_Deol_m_1984,"Lynda ""Pooja"" Deol​(m.1984)​",True,
terminal_Bobby_Deol_Tanya_Ahuja_Deol_m_1996,Tanya Ahuja Deol​(m.1996)​,True,
Kaifi_Azmi,Kaifi Azmi,False,
Shaukat_Kaifi,Shaukat Kaifi,False,
Baba_Azmi,Baba Azmi,False,
List_of_Hindi_film_families#Akhtar–Azmi–Kher_family,Akhtar-Azmi family,False,
Adhuna_Bhabani,Adhuna Bhabani,False,
Shibani_Dandekar,Shibani Dandekar,False,
List_of_Hindi_film_clans#Akhtar-Azmi_family,Akhtar family,False,
Jan_Nisar_Akhtar,Jan Nisar Akhtar,False,
terminal_Ansar_Harvani_Sahaibzadi_Gauhar_Ara,Sahaibzadi Gauhar Ara,True,
terminal_Ansar_Harvani_1_son_and_3_daughters,1 son and 3 daughter,True,
terminal_Salman_Akhtar_Monisha_Nayar,Monisha Nayar,True,
Kabir_Akhtar,Kabir Akhtar,False,
terminal_Daisy_Irani_(actress)_K_K_Shukla_m_1971_died_1993,K. K. Shukla​​(m.1971; died 1993)​,True,
Shirish_Kunder,Shirish Kunder,False,
Ayan_Mukerji,Ayan Mukerji,False,
Sashadhar_Mukherjee,Sashadhar Mukherjee,False,
terminal_Rajendra_Kumar_Shukla_Tuli_1999,Shukla Tuli (?–1999),True,
Kumar_Gaurav,Kumar Gaurav,False,
Raju_Patel,Raju Patel,False,
O._P._Ralhan,O. P. Ralhan,False,
Sulbha_Arya,Sulbha Arya,False,
terminal_Ishan_Arya_Sameer_Arya_Sagar_Arya,"Sameer Arya, Sagar Arya",True,
List_of_Hindi_film_families#Akhtar-Azmi_family,Akhtar-Azmi family,False,
terminal_Shahzad_Sheikh_Hina_Mir_m_2012,Hina Mir​(m.2012)​,True,
terminal_Saleem_Sheikh_Nosheen_Saleem_1999_present,Nosheen Saleem (1999–present),True,
Shahroz_Sabzwari,Shahroz Sabzwari,False,
Javed_Sheikh,Javed Sheikh,False,
Syra_Yousuf,Syra Yousuf,False,
Sadaf_Kanwal,Sadaf Kanwal,False,
Sivakumar,Sivakumar,False,
Satyendranath_Tagore,Satyendranath Tagore,False,
Jnanadanandini_Devi,Jnanadanandini Devi,False,
Pratima_Devi_(painter),Pratima Devi,False,
terminal_Rathindranath_Tagore_Nandini_adopted_Jayabrato_foster,Nandini (adopted)Jayabrato (foster),True,
Hrithik_Roshan,Hrithik Roshan,False,
terminal_Sussanne_Khan_Zarine_khan_died_7_November_2025_mother,Zarine khan (died 7 November 2025) (mother),True,
terminal_Zayed_Khan_Malaika_Parekh_m_2005,Malaika Parekh​(m.2005)​,True,
terminal_Zayed_Khan_Zarine_Khan_mother,Zarine Khan (mother),True,
terminal_Feroz_Khan_(actor)_Sundari_Khan_m_1965_div_1985,Sundari Khan​​(m.1965;div.1985)​,True,
List_of_Hindi_film_families#Khan_family_(of_Feroz_Khan),Family detail,False,
terminal_Fardeen_Khan_Natasha_Madhvani_m_2005,Natasha Madhvani​(m.2005)​,True,
terminal_Sharman_Joshi_Prerana_Chopra_m_2000,Prerana Chopra​(m.2000)​,True,
Arvind_Joshi,Arvind Joshi,False,
List_of_Hindi_film_clans#Roy–Joshi–Irani-Desai_family,Roy–Joshi–Irani-Desai family,False,
terminal_Vikas_Bhalla_Punita_Chopra_m_1996,Punita Chopra​(m.1996)​,True,
terminal_Vikas_Bhalla_Sanchi_Bhalla_daughter_Veer_Bhalla_son,Sanchi Bhalla (daughter)Veer Bhalla (son),True,
Dilip Kumar,Dilip Kumar,False,
Saira_Banu,Saira Banu,False,
terminal_Nasir_Khan_(actor)_Suraya_Nazir,Suraya Nazir,True,
K._Asif,K. Asif,False,
Niharika_Bhasin,Niharika Bhasin,False,
terminal_Ayub_Khan_(actor)_Tahura_Khan_daughter,Tahura Khan (daughter),True,
terminal_Ayub_Khan_(actor)_Zayra_Khan_daughter,Zayra Khan (daughter),True,
List_of_Hindi_film_families#Khan-Banu_family_(of_Yusuf_Khan_aka_Dilip_Kumar_and_Saira_Banu),Dilip Kumar family,False,
"Kaikhusrau_Jahan,_Begum_of_Bhopal",Kaikhusrau Jahan,False,
Moti_Lal_Kemmu,Moti Lal Kemmu,False,
terminal_Shobhana_Samarth_Prabhakar_Shilotri_father,Prabhakar Shilotri (father),True,
terminal_Nutan_Rajnish_Bahl_m_1959,Rajnish Bahl​(m.1959)​,True,
Mohnish_Bahl,Mohnish Bahl,False,
terminal_Aditya_Chopra_Payal_Khanna_m_2001_div_2009,Payal Khanna​​(m.2001;div.2009)​,True,
Yash Chopra,Yash Chopra,False,
Pamela_Chopra,Pamela Chopra,False,
List_of_Hindi_film_clans#Chopra-Johar_family,Chopra,False,
Tanvi_Azmi,Tanvi Azmi,False,
Anusha_Dandekar,Anusha Dandekar,False,
terminal_Jan_Nisar_Akhtar_Safiya_Siraj_ul_Haq,Safiya Siraj-ul Haq,True,
terminal_Jan_Nisar_Akhtar_Khadija_Talat,Khadija Talat,True,
terminal_Sashadhar_Mukherjee_Sati_Devi,Sati Devi,True,
Joy_Mukherjee,Joy Mukherjee,False,
Ashok_Kumar,Ashok Kumar,False,
Anoop_Kumar,Anoop Kumar,False,
Kishore_Kumar,Kishore Kumar,False,
terminal_Kumar_Gaurav_Namrata_Dutt_m_1984,Namrata Dutt​(m.1984)​,True,
Sunil_Dutt,Sunil Dutt,False,
Nargis,Nargi,False,
Sanjay_Dutt,Sanjay Dutt,False,
terminal_Raju_Patel_Dimple_Kumar,Dimple Kumar,True,
terminal_Javed_Sheikh_Zinat_Mangi,Zinat Mangi,True,
Alishba_Yousuf,Alishba Yousuf,False,
Salma_Mumtaz,Salma Mumtaz,False,
Shammi_(Pakistani_actress),Shammi,False,
Nida_Mumtaz,Nida Mumtaz,False,
Riya_Sen,Riya Sen,False,
terminal_Riya Sen_Shivam_Tewari_m_2017,Shivam Tewari​(m.2017)​,True,
Moon_Moon_Sen,Moon Moon Sen,False,
Raima_Sen,Raima Sen,False,
Suchitra_Sen,Suchitra Sen,False,
Namrata Shirodkar,Namrata Shirodkar,False,
Mahesh_Babu,Mahesh Babu,False,
Shilpa_Shirodkar,Shilpa Shirodkar,False,
Kumar Sanu,Kumar Sanu,False,
Nirupa Roy,Nirupa Roy,False,
terminal_Nirupa Roy_Kamal_Roy_m_1946,Kamal Roy​(m.1946)​,True,
Karan Johar,Karan Johar,False,
Yash_Johar,Yash Johar,False,
List_of_Hindi_film_families#Chopra-Johar_family,Chopra-Johar family,False,
Nitin Mukesh,Nitin Mukesh,False,
terminal_Nitin Mukesh_Nishi_Mukesh_Mathur,Nishi Mukesh Mathur,True,
Vijay Anand (filmmaker),Vijay Anand (filmmaker),False,
Anand-Sahni_family,Anand-Sahni family,False,
Mala Sinha,Mala Sinha,False,
terminal_Mala Sinha_Chidambaram_Prasad_Lohani_m_1966_died_2024,Chidambaram Prasad Lohani​​(m.1966; died 2024)​,True,
Pratibha_Sinha,Pratibha Sinha,False,
Suresh Gopi,Suresh Gopi,False,
Gokul_Suresh,Gokul Suresh,False,
Aranmula_Ponnamma,Aranmula Ponnamma,False,
Vidya Balan,Vidya Balan,False,
Siddharth_Roy_Kapur,Siddharth Roy Kapur,False,
Manoj Bajpayee,Manoj Bajpayee,False,
Shabana_Raza,Shabana Raza,False,
Prakash Padukone,Prakash Padukone,False,
Sohail_Khan,Sohail Khan,False,
terminal_Sohail Khan_Seema_Sajdeh_m_1998_div_2022,Seema Sajdeh​​(m.1998;div.2022)​,True,
Salman_Khan,Salman Khan,False,
Arbaaz_Khan,Arbaaz Khan,False,
Alvira_Khan_Agnihotri,Alvira Khan Agnihotri,False,
Salim_Khan_family,Salim Khan family,False,
Parveen Babi,Parveen Babi,False,
Anu Malik,Anu Malik,False,
terminal_Anu Malik_Anjali_Vasudev_Bhat,Anjali Vasudev Bhat,True,
Anmol_Malik,Anmol Malik,False,
terminal_Anu Malik_Ada_Malik_daughter,Ada Malik (daughter),True,
Daboo_Malik,Daboo Malik,False,
Amaal_Mallik,Amaal Mallik,False,
Armaan_Malik,Armaan Malik,False,
Hasrat_Jaipuri,Hasrat Jaipuri,False,
Shobana,Shobana,False,
Travancore_sisters,Travancore sister,False,
Vineeth,Vineeth,False,
Parvathy_Jayaram,Parvathy,False,
Shekhar Kapur,Shekhar Kapur,False,
terminal_Shekhar Kapur_Medha_Gujral_m_1984_div_1994,Medha Gujral​​(m.1984;div.1994)​,True,
Suchitra_Krishnamoorthi,Suchitra Krishnamoorthi,False,
Sohaila_Kapur,Sohaila Kapur,False,
Dev_Anand,Dev Anand,False,
Vijay_Anand_(filmmaker),Vijay Anand,False,
Purab_Kohli,Purab Kohli,False,
Manisha_Koirala,Manisha Koirala,False,
terminal_Manisha Koirala_Samrat_Dahal_m_2010_div_2012,Samrat Dahal​​(m.2010;div.2012)​,True,
Prakash_Koirala,Prakash Koirala,False,
Koirala_family,Koirala family,False,
Amol Palekar,Amol Palekar,False,
terminal_Amol Palekar_Kamalakar_Palekar_father,Kamalakar Palekar (father),True,
terminal_Amol Palekar_Suhasini_Palekar_mother,Suhasini Palekar (mother),True,
Rimi Sen,Rimi Sen,False,
terminal_Rimi Sen_Sanghamitra_Sen,Sanghamitra Sen,True,
Vivek Oberoi,Vivek Oberoi,False,
terminal_Vivek Oberoi_Priyanka_Alva_Oberoi_m_2010,Priyanka Alva Oberoi​​(m.2010)​,True,
Irrfan Khan,Irrfan Khan,False,
terminal_Irrfan Khan_Sutapa_Sikdar_m_1995,Sutapa Sikdar​(m.1995)​,True,
Babil_Khan,Babil,False,
Paresh Rawal,Paresh Rawal,False,
Swaroop_Sampat,Swaroop Sampat,False,
Aditya_Rawal,Aditya Rawal,False,
Rahul Bose,Rahul Bose,False,
S._P._P._Thorat,S. P. P. Thorat,False,
Bipin Chandra Pal,Bipin Chandra Pal,False,
Balraj Sahni,Balraj Sahni,False,
Parikshit_Sahni,Parikshit Sahni,False,
Bhisham_Sahni,Bhisham Sahni,False,
Anand%E2%80%93Sahni_family,Anand–Sahni family,False,
Kamal_Haasan,Kamal Haasan,False,
Vani_Ganapathy,Vani Ganapathy,False,
Sarika_Thakur,Sarika Thakur,False,
Shruti_Haasan,Shruti,False,
Akshara_Haasan,Akshara,False,
terminal_Kamal Haasan_Srinivasan_father,Srinivasan (father),True,
terminal_Kamal Haasan_Rajalakshmi_mother,Rajalakshmi (mother),True,
List_of_South_Indian_film_families#Haasan_family,Haasan family,False,
Asha_Bhosle,Asha Bhosle,False,
R._D._Burman,R. D. Burman,False,
Varsha_Bhosle,Varsha Bhosle,False,
Deenanath_Mangeshkar,Deenanath Mangeshkar,False,
List_of_Hindi_film_families#Mangeshkar-Hardikar-Abhisheki-Kolhapure_extended_family,See list,False,
Mangeshkar_family,Mangeshkar family,False,
Manikya_dynasty,Manikya dynasty,False,
terminal_R. D. Burman_Rita_Patel_m_1966_div_1971,Rita Patel​​(m.1966;div.1971)​,True,
S._D._Burman,S. D. Burman,False,
Meera_Dev_Burman,Meera Dev Burman,False,
Gracy Singh,Gracy Singh,False,
terminal_Dilip Kumar_Asma_Rehman_m_1981_div_1983,Asma Rehman​​(m.1981;div.1983)​,True,
Mian_Ehsan-ul-Haq,Mian Ehsan-ul-Haq,False,
Naseem_Banu,Naseem Banu,False,
Sayyeshaa,Sayyeshaa,False,
Kajjanbai,Kajjanbai,False,
Jeetendra,Jeetendra,False,
Shobha_Kapoor,Shobha Kapoor,False,
Ekta_Kapoor,Ekta Kapoor,False,
Tusshar_Kapoor,Tusshar Kapoor,False,
Abhishek_Kapoor,Abhishek Kapoor,False,
Gayatri Joshi,Gayatri Joshi,False,
terminal_Gayatri Joshi_Vikas_Oberoi_m_2005,Vikas Oberoi​(m.2005)​,True,
Vidhu Vinod Chopra,Vidhu Vinod Chopra,False,
Renu_Saluja,Renu Saluja,False,
terminal_Vidhu Vinod Chopra_Shabnam_Sukhdev_m_1985_div_1989,Shabnam Sukhdev​​(m.1985;div.1989)​,True,
Anupama_Chopra,Anupama Chandra,False,
Zuni_Chopra,Zuni Chopra,False,
Agni_Chopra,Agni Chopra,False,
Ramanand_Sagar,Ramanand Sagar,False,
Kamna_Chandra,Kamna Chandra,False,
Vikram_Chandra_(novelist),Vikram Chandra,False,
Tanuja_Chandra,Tanuja Chandra,False,
Kabir_Bedi,Kabir Bedi,False,
Protima_Bedi,Protima Gauri,False,
terminal_Kabir Bedi_Susan_Humphreys_m_1980_div_1990,Susan Humphreys​​(m.1980;div.1990)​,True,
Nikki_Bedi,Nikki Moolgaoker,False,
terminal_Kabir Bedi_Parveen_Dusanj_m_2016,Parveen Dusanj​(m.2016)​,True,
Pooja_Bedi,Pooja,False,
Freda_Bedi,Freda Bedi,False,
Alaya_F,Alaya F,False,
Malaika_Arora,Malaika Arora,False,
Amrita_Arora,Amrita Arora,False,
Rinke_Khanna,Rinke Khanna,False,
terminal_Rinke Khanna_Samir_Saran_m_2003,Samir Saran​(m.2003)​,True,
Rajesh_Khanna,Rajesh Khanna,False,
Dimple_Kapadia,Dimple Kapadia,False,
Twinkle_Khanna,Twinkle Khanna,False,
List_of_Hindi_film_families#Khanna-Kapadia-Bhatia_family,Khanna family,False,
terminal_Suchitra Sen_Dibanath_Sen_m_1947_died_1970,Dibanath Sen​​(m.1947; died 1970)​,True,
terminal_Esha Deol_Bharat_Takhtani_m_2012_div_2024,Bharat Takhtani​​(m.2012;div.2024)​,True,
Gulshan Rai,Gulshan Rai,False,
Rajiv_Rai,Rajiv Rai,False,
Amrish Puri,Amrish Puri,False,
terminal_Amrish Puri_Urmila_Diveker_m_1957,Urmila Diveker​(m.1957)​,True,
Chaman_Puri,Chaman Puri,False,
Madan_Puri,Madan Puri,False,
K._L._Saigal,K. L. Saigal,False,
Vardhan_Puri,Vardhan Puri,False,
Shah Rukh Khan,Shah Rukh Khan,False,
Gauri_Khan,Gauri Chhibber,False,
Aryan_Khan,Aryan,False,
Suhana_Khan,Suhana,False,
Rajinikanth,Rajinikanth,False,
Latha_Rajinikanth,Latha Rajinikanth,False,
Aishwarya_Rajinikanth,Aishwarya,False,
Soundarya_Rajinikanth,Soundarya,False,
List_of_South_Indian_film_families#Rajinikanth_family,Rajinikanth family,False,
K. L. Saigal,K. L. Saigal,False,
Mohanlal,Mohanlal,False,
terminal_Mohanlal_Suchitra_m_1988,Suchitra​(m.1988)​,True,
Pranav_Mohanlal,Pranav Mohanlal,False,
K._Balaji,K. Balaji,False,
Suresh_Balaje,Suresh Balaje,False,
B._Unnikrishnan,B. Unnikrishnan,False,
Arjun Rampal,Arjun Rampal,False,
Mehr_Jesia,Mehr Jesia,False,
Tabu (actress),Tabu (actress),False,
Ashok Kumar,Ashok Kumar,False,
terminal_Ashok Kumar_Shobha_Devi_m_1935,Shobha Devi​(m.1935)​,True,
Preeti_Ganguly,Preeti Ganguly,False,
Suraiya,Suraiya,False,
Lara Dutta,Lara Dutta,False,
Mahesh_Bhupathi,Mahesh Bhupathi,False,
Amrita Rao,Amrita Rao,False,
terminal_Amrita Rao_Anmol_Sood_m_2016,Anmol Sood​(m.2016)​,True,
Preetika_Rao,Preetika Rao,False,
Raveena Tandon,Raveena Tandon,False,
terminal_Raveena Tandon_Anil_Thadani_m_2004,Anil Thadani​(m.2004)​,True,
Ravi_Tandon,Ravi Tandon,False,
Rakhee_Tandon_(actress),Rakhee Tandon,False,
Mac_Mohan,Mac Mohan,False,
Manjari_Makijany,Manjari Makijany,False,
Kiran_Rathod,Kiran Rathod,False,
Fatma Begum,Fatma Begum,False,
Sidi_Ibrahim_Muhammad_Yakut_Khan_III,Nawab Sidi Ibrahim Muhammad Yakut Khan III,False,
Zubeida,Zubeida,False,
Sultana_(actress),Sultana,False,
Jamila_Razzaq,Jamila Razzaq,False,
Rhea_Pillai,Rhea Pillai,False,
Sunny Leone,Sunny Leone,False,
Bhumika Chawla,Bhumika Chawla,False,
terminal_Bhumika Chawla_Bharath_Thakur_m_2007,Bharath Thakur​(m.2007)​,True,
Sanjeev Kumar,Sanjeev Kumar,False,
Juhi Chawla,Juhi Chawla,False,
Jay_Mehta,Jay Mehta,False,
Victor Banerjee,Victor Banerjee,False,
terminal_Victor Banerjee_Maya_Bhate_Banerjee,Maya Bhate Banerjee,True,
Rituparna Sengupta,Rituparna Sengupta,False,
terminal_Rituparna Sengupta_Sanjay_Chakrabarty_m_1999,Sanjay Chakrabarty​(m.1999)​,True,
Shahid Kapoor,Shahid Kapoor,False,
terminal_Shahid Kapoor_Mira_Rajput_m_2015,Mira Rajput​(m.2015)​,True,
List_of_Hindi_film_families#Kapur–Pathak–Shah–Pahwa_family,Kapoor family,False,
Aamir Khan,Aamir Khan,False,
terminal_Aamir Khan_Reena_Dutta_m_1986_div_2002,Reena Dutta​​(m.1986;div.2002)​,True,
Kiran_Rao,Kiran Rao,False,
Junaid_Khan_(Indian_actor),Junaid Khan,False,
Tahir_Hussain,Tahir Hussain,False,
List_of_Hindi_film_families#Khan–Hussain_family_(of_Nasir_Hussain),Khan–Hussain family,False,
Lata Mangeshkar,Lata Mangeshkar,False,
terminal_Lata Mangeshkar_Shevanti_Mangeshkar_mother,Shevanti Mangeshkar (mother),True,
Prem_Nazir,Prem Nazir,False,
terminal_Prem Nazir_Habeeba_Beevi_m_1954,Habeeba Beevi​(m.1954)​,True,
Shanavas_(actor),Shanava,False,
Prem_Nawas,Prem Nawa,False,
Mukesh (singer),Mukesh (singer),False,
terminal_Mukesh (singer)_Saral_Trivedi_Raichand_m_1946,Saral Trivedi Raichand​​(m.1946)​,True,
Nitin_Mukesh,Nitin Mukesh,False,
Neil_Nitin_Mukesh,Neil Nitin Mukesh,False,
Mehmood (actor),Mehmood (actor),False,
Lucky_Ali,Lucky Ali,False,
Macky_Ali,Macky Ali,False,
Ginny_Ali,Ginny Ali,False,
Mehmood_Ali_family,Mehmood Ali family,False,
Meera Jasmine,Meera Jasmine,False,
terminal_Meera Jasmine_John_Titus_m_2014,John Titus​(m.2014)​,True,
Pooja Bedi,Pooja Bedi,False,
terminal_Pooja Bedi_Farhan_Ebrahim_Furniturewala_m_1994_div_2003,Farhan Ebrahim Furniturewala​​(m.1994;div.2003)​,True,
Sangeeta Bijlani,Sangeeta Bijlani,False,
Mohammad_Azharuddin,Mohammad Azharuddin,False,
Jayan,Jayan,False,
terminal_Jayan_Madhavan_Pillai,Madhavan Pillai,True,
terminal_Jayan_Bharathiyamma,Bharathiyamma,True,
Jayabharathi,Jayabharathi,False,
Nauheed Cyrusi,Nauheed Cyrusi,False,
terminal_Nauheed Cyrusi_Rustom_Contractor_m_2017,Rustom Contractor​(m.2017)​,True,
Hridaynath Mangeshkar,Hridaynath Mangeshkar,False,
Madhuri Dixit,Madhuri Dixit,False,
terminal_Madhuri Dixit_Shriram_Madhav_Nene_m_1999,Shriram Madhav Nene​(m.1999)​,True,
Salim_Khan,Salim Khan,False,
Helen_(actress),Helen,False,
Om Puri,Om Puri,False,
Seema_Kapoor,Seema Kapoor,False,
Rakesh Roshan,Rakesh Roshan,False,
terminal_Rakesh Roshan_Pinkie_Roshan_m_1970,Pinkie Roshan​(m.1970)​,True,
Roshan_(music_director),Roshan,False,
Ira_Roshan,Ira Roshan,False,
List_of_Hindi_film_clans#Nagrath_family_(Roshan_family),Roshan family,False,
Ruma_Guha_Thakurta,Ruma Ghosh,False,
Madhubala,Madhubala,False,
Yogeeta_Bali,Yogeeta Bali,False,
Leena_Chandavarkar,Leena Chandavarkar,False,
Amit_Kumar,Amit,False,
Celina Jaitly,Celina Jaitly,False,
terminal_Celina Jaitly_Peter_Haag_m_2011,Peter Haag​(m.2011)​,True,
terminal_Celina Jaitly_4_1_deceased,4 (1 deceased),True,
Chanchal_(actress),Chanchal,False,
Mani Ratnam,Mani Ratnam,False,
Suhasini_Maniratnam,Suhasini Charuhasan,False,
G._Venkateswaran,G. Venkateswaran,False,
Charuhasan,Charuhasan,False,
Ritwik_Ghatak,Ritwik Ghatak,False,
Aroma_Dutta,Aroma Dutta,False,
Manish_Ghatak,Manish Ghatak,False,
Mahasweta_Devi,Mahasweta Devi,False,
Parambrata_Chatterjee,Parambrata Chatterjee,False,
Nabarun_Bhattacharya,Nabarun Bhattacharya,False,
Bijon_Bhattacharya,Bijon Bhattacharya,False,
Sushmita Sen,Sushmita Sen,False,
Richa_Sharma_(actress),Richa Sharma,False,
Manyata_Dutt,Manyata Dutt,False,
Nargis_Dutt,Nargis Dutt,False,
List_of_Hindi_film_clans#Dutt_family_(of_Sunil_Dutt),Dutt family,False,
Saeed Jaffrey,Saeed Jaffrey,False,
Madhur_Jaffrey,Madhur Jaffrey,False,
Sakina_Jaffrey,Sakina Jaffrey,False,
Kiara_Advani,Kiara Advani,False,
Dr. Rajkumar,Dr. Rajkumar,False,
Parvathamma_Rajkumar,Parvathamma Rajkumar,False,
Shiva_Rajkumar,Shiva,False,
Raghavendra_Rajkumar,Raghavendra,False,
Puneeth_Rajkumar,Puneeth,False,
List_of_South_Indian_film_families#Rajkumar_family,Rajkumar family,False,
Bharat Bhushan,Bharat Bhushan,False,
terminal_Bharat Bhushan_Anuradha_BhushanAparajita_Bhushan,Anuradha BhushanAparajita Bhushan,True,
Meera (Pakistani actress),Meera (Pakistani actress),False,
Kalpana_Kartik,Kalpana Kartik,False,
Suneil_Anand,Suneil Anand,False,
List_of_Hindi_film_clans#Anand–Sahni_family,Anand-Sahni family,False,
Raaj Kumar,Raaj Kumar,False,
terminal_Raaj Kumar_Gayatri_Kumar,Gayatri Kumar,True,
Puru_Raaj_Kumar,Puru Raaj Kumar,False,
Mammootty,Mammootty,False,
terminal_Mammootty_Sulfath_m_1979,Sulfath​(m.1979)​,True,
Dulquer_Salmaan,Dulquer Salmaan,False,
List_of_Hindi_film_families#Mammootty_family,Mammootty family,False,
Mallika Sherawat,Mallika Sherawat,False,
terminal_Mallika Sherawat_Karan_Singh_Gill_m_1997_divorced,"Karan Singh Gill​​(m.1997, divorced)​",True,
Soundarya,Soundarya,False,
terminal_Soundarya_G_S_Raghu_m_2003,G. S. Raghu (m.2003),True,
Suniel Shetty,Suniel Shetty,False,
terminal_Suniel Shetty_Monisha_Kadri_m_1991,Monisha Kadri​(m.1991)​,True,
Athiya_Shetty,Athiya Shetty,False,
Ahan_Shetty,Ahan Shetty,False,
KL_Rahul,KL Rahul,False,
Subodh Mukherjee,Subodh Mukherjee,False,
Preeti Jhangiani,Preeti Jhangiani,False,
Parvin_Dabbas,Parvin Dabba,False,
Minissha Lamba,Minissha Lamba,False,
terminal_Minissha Lamba_Ryan_Tham_m_2015_div_2020,Ryan Tham​​(m.2015;div.2020)​,True,
Akshay_Kumar,Akshay Kumar,False,
Shakti Kapoor,Shakti Kapoor,False,
Siddhanth_Kapoor,Siddhanth Kapoor,False,
Shraddha_Kapoor,Shraddha Kapoor,False,
List_of_Hindi_film_families#Kapoor_family_(of_Shakti_Kapoor),Kapoor family,False,
Simple_Kapadia,Simple Kapadia,False,
Preity Zinta,Preity Zinta,False,
terminal_Preity Zinta_Gene_Goodenough_m_2016,Gene Goodenough​(m.2016)​,True,
Rani Mukerji,Rani Mukerji,False,
Uday_Chopra,Uday Chopra,False,
List_of_Hindi_film_families#Chopra_family,Chopra family,False,
Nikki Bedi,Nikki Bedi,False,
Lucky Ali,Lucky Ali,False,
Mumtaz (Indian actress),Mumtaz (Indian actress),False,
Mayur_Madhvani,Mayur Madhvani,False,
terminal_Mumtaz (Indian actress)_2_Natasha_and_Tanya,2 (Natasha and Tanya),True,
Malika_Askari,Malika,False,
Randhawa_(wrestler),Randhawa,False,
Shaad_Randhawa,Shaad Randhawa,False,
Ameesha Patel,Ameesha Patel,False,
Ashmit_Patel,Ashmit Patel,False,
Rajni_Patel,Rajni Patel,False,
Anupam Kher,Anupam Kher,False,
Kirron_Kher,Kirron Kher,False,
Sikandar_Kher,Sikandar Kher,False,
Raju_Kher,Raju Kher,False,
Udit Narayan,Udit Narayan,False,
terminal_Udit Narayan_Ranjana_Jha_m_1984_separated,"Ranjana Jha​​(m.1984, separated)​",True,
terminal_Udit Narayan_Deepa_Gahatraj_m_1985,Deepa Gahatraj​(m.1985)​,True,
Aditya_Narayan,Aditya Narayan,False,
Shweta_Agarwal,Shweta Agarwal,False,
Neha Dhupia,Neha Dhupia,False,
Angad_Bedi,Angad Bedi,False,
terminal_Suchitra_Sen_Dibanath_Sen_m_1947_died_1970,Dibanath Sen​​(m.1947; died 1970)​,True,
Krishna_(Telugu_actor),Krishna,False,
List_of_South_Indian_film_families#Ghattamaneni_family,Ghattamaneni family,False,
terminal_Shilpa_Shirodkar_Aparesh_Ranjit_m_2000,Aparesh Ranjit​(m.2000)​,True,
terminal_Yash_Johar_Hiroo_Johar_m_1971,Hiroo Johar​(m.1971)​,True,
