Source,Target,Type,Relation
Sharman_Joshi,Arvind_Joshi,Directed,PARENT
Sharman_Joshi,List_of_Hindi_film_clans#Roy–Joshi–Irani-Desai_family,Directed,RELATIVE
Vikas_Bhalla,terminal_Vikas_Bhalla_Punita_Chopra_m_1996,Directed,SPOUSE
Vikas_Bhalla,terminal_Vikas_Bhalla_Sanchi_Bhalla_daughter_Veer_Bhalla_son,Directed,CHILD
Vikas_Bhalla,Prem_Chopra,Directed,PARENT
Vikas_Bhalla,Sharman_Joshi,Directed,PARENT
Soniya_Mehra,Vinod_Mehra,Directed,PARENT
Soniya_Mehra,Rohan_Mehra_(born_1991),Directed,SIBLING
Begum_Para,Nasir_Khan_(actor),Directed,SPOUSE
Begum_Para,Ayub_Khan_(actor),Directed,CHILD
Begum_Para,Dilip Kumar,Directed,SIBLING
Begum_Para,Rukhsana_Sultana,Directed,SIBLING
Begum_Para,Amrita_Singh,Directed,SIBLING
Begum_Para,Saira_Banu,Directed,SIBLING
Nasir_Khan_(actor),terminal_Nasir_Khan_(actor)_Suraya_Nazir,Directed,SPOUSE
Nasir_Khan_(actor),Ayub_Khan_(actor),Directed,CHILD
Nasir_Khan_(actor),Dilip Kumar,Directed,SIBLING
Nasir_Khan_(actor),Saira_Banu,Directed,SIBLING
Nasir_Khan_(actor),K._Asif,Directed,SIBLING
Nasir_Khan_(actor),Rukhsana_Sultana,Directed,SIBLING
Ayub_Khan_(actor),Niharika_Bhasin,Directed,SPOUSE
Ayub_Khan_(actor),terminal_Ayub_Khan_(actor)_Tahura_Khan_daughter,Directed,CHILD
Ayub_Khan_(actor),terminal_Ayub_Khan_(actor)_Zayra_Khan_daughter,Directed,CHILD
Ayub_Khan_(actor),Nasir_Khan_(actor),Directed,PARENT
Ayub_Khan_(actor),Begum_Para,Directed,PARENT
Ayub_Khan_(actor),List_of_Hindi_film_families#Khan-Banu_family_(of_Yusuf_Khan_aka_Dilip_Kumar_and_Saira_Banu),Directed,RELATIVE
Hamidullah_Khan,"Kaikhusrau_Jahan,_Begum_of_Bhopal",Directed,PARENT
Kunal_Khemu,Moti_Lal_Kemmu,Directed,PARENT
Kunal_Khemu,Pataudi_family,Directed,RELATIVE
Kunal_Khemu,Tagore_family,Directed,RELATIVE
Shobhana_Samarth,Nutan,Directed,CHILD
Shobhana_Samarth,Tanuja,Directed,CHILD
Shobhana_Samarth,terminal_Shobhana_Samarth_Prabhakar_Shilotri_father,Directed,PARENT
Shobhana_Samarth,Rattan_Bai,Directed,PARENT
Shobhana_Samarth,Mukherjee-Samarth_family,Directed,RELATIVE
Nutan,terminal_Nutan_Rajnish_Bahl_m_1959,Directed,SPOUSE
Nutan,Mohnish_Bahl,Directed,CHILD
Nutan,Kumarsen_Samarth,Directed,PARENT
Nutan,Shobhna_Samarth,Directed,PARENT
Nutan,Mukherjee-Samarth_family,Directed,RELATIVE
Aditya_Chopra,terminal_Aditya_Chopra_Payal_Khanna_m_2001_div_2009,Directed,SPOUSE
Aditya_Chopra,Yash Chopra,Directed,PARENT
Aditya_Chopra,Pamela_Chopra,Directed,PARENT
Aditya_Chopra,List_of_Hindi_film_clans#Chopra-Johar_family,Directed,RELATIVE
Aditya_Chopra,Mukherjee-Samarth_family,Directed,RELATIVE
Kaifi_Azmi,Shaukat_Kaifi,Directed,SPOUSE
Kaifi_Azmi,Shabana_Azmi,Directed,CHILD
Kaifi_Azmi,Baba_Azmi,Directed,CHILD
Shaukat_Kaifi,Shabana_Azmi,Directed,CHILD
Shaukat_Kaifi,Baba_Azmi,Directed,CHILD
Shaukat_Kaifi,Ishan_Arya,Directed,NEPHEW
Shaukat_Kaifi,List_of_Hindi_film_families#Akhtar-Azmi_family,Directed,RELATIVE
Baba_Azmi,Tanvi_Azmi,Directed,SPOUSE
Baba_Azmi,Kaifi_Azmi,Directed,PARENT
Baba_Azmi,Shaukat_Kaifi,Directed,PARENT
Baba_Azmi,Ishan_Arya,Directed,SIBLING
Baba_Azmi,List_of_Hindi_film_clans#Akhtar-Azmi_family,Directed,RELATIVE
Adhuna_Bhabani,List_of_Hindi_film_clans#Akhtar-Azmi_family,Directed,RELATIVE
Shibani_Dandekar,Anusha_Dandekar,Directed,SIBLING
Jan_Nisar_Akhtar,terminal_Jan_Nisar_Akhtar_Safiya_Siraj_ul_Haq,Directed,SPOUSE
Jan_Nisar_Akhtar,terminal_Jan_Nisar_Akhtar_Khadija_Talat,Directed,SPOUSE
Jan_Nisar_Akhtar,Javed_Akhtar,Directed,CHILD
Jan_Nisar_Akhtar,Salman_Akhtar,Directed,CHILD
Jan_Nisar_Akhtar,Muztar_Khairabadi,Directed,PARENT
Jan_Nisar_Akhtar,Fazl-e-Haq_Khairabadi,Directed,PARENT
Ayan_Mukerji,Mukherjee-Samarth_family,Directed,RELATIVE
Sashadhar_Mukherjee,terminal_Sashadhar_Mukherjee_Sati_Devi,Directed,SPOUSE
Sashadhar_Mukherjee,Joy_Mukherjee,Directed,CHILD
Sashadhar_Mukherjee,Deb_Mukherjee,Directed,CHILD
Sashadhar_Mukherjee,Shomu_Mukherjee,Directed,CHILD
Sashadhar_Mukherjee,Ashok_Kumar,Directed,SIBLING
Sashadhar_Mukherjee,Anoop_Kumar,Directed,SIBLING
Sashadhar_Mukherjee,Kishore_Kumar,Directed,SIBLING
Sashadhar_Mukherjee,Mukherjee-Samarth_family,Directed,RELATIVE
Kumar_Gaurav,terminal_Kumar_Gaurav_Namrata_Dutt_m_1984,Directed,SPOUSE
Kumar_Gaurav,Sunil_Dutt,Directed,PARENT
Kumar_Gaurav,Nargis,Directed,PARENT
Kumar_Gaurav,Sanjay_Dutt,Directed,PARENT
Raju_Patel,terminal_Raju_Patel_Dimple_Kumar,Directed,SPOUSE
Raju_Patel,Rajendra_Kumar,Directed,PARENT
O._P._Ralhan,Rajendra_Kumar,Directed,SIBLING
Sulbha_Arya,Ramesh_Behl,Directed,CHILD
Sulbha_Arya,List_of_Hindi_film_families#Akhtar-Azmi_family,Directed,RELATIVE
Sulbha_Arya,List_of_Hindi_film_families#Behl_family,Directed,RELATIVE
Shahroz_Sabzwari,Syra_Yousuf,Directed,SPOUSE
Shahroz_Sabzwari,Sadaf_Kanwal,Directed,SPOUSE
Shahroz_Sabzwari,Jawed_Sheikh,Directed,UNCLE
Shahroz_Sabzwari,Shahzad_Sheikh,Directed,UNCLE
Shahroz_Sabzwari,Momal_Sheikh,Directed,UNCLE
Javed_Sheikh,terminal_Javed_Sheikh_Zinat_Mangi,Directed,SPOUSE
Javed_Sheikh,Salma_Agha,Directed,SPOUSE
Javed_Sheikh,Shahzad_Sheikh,Directed,CHILD
Javed_Sheikh,Momal_Sheikh,Directed,CHILD
Javed_Sheikh,Saleem_Sheikh,Directed,SIBLING
Javed_Sheikh,Shehroz_Sabzwari,Directed,SIBLING
Syra_Yousuf,Alishba_Yousuf,Directed,SIBLING
Sadaf_Kanwal,Salma_Mumtaz,Directed,PARENT
Sadaf_Kanwal,Shammi_(Pakistani_actress),Directed,PARENT
Sadaf_Kanwal,Nida_Mumtaz,Directed,PARENT
Riya_Sen,terminal_Riya Sen_Shivam_Tewari_m_2017,Directed,SPOUSE
Riya_Sen,Moon_Moon_Sen,Directed,PARENT
Riya_Sen,Raima_Sen,Directed,SIBLING
Riya_Sen,Suchitra_Sen,Directed,SIBLING
Namrata Shirodkar,Mahesh_Babu,Directed,SPOUSE
Namrata Shirodkar,Shilpa_Shirodkar,Directed,SIBLING
Nirupa Roy,terminal_Nirupa Roy_Kamal_Roy_m_1946,Directed,SPOUSE
Karan Johar,Yash_Johar,Directed,PARENT
Karan Johar,List_of_Hindi_film_families#Chopra-Johar_family,Directed,RELATIVE
Nitin Mukesh,terminal_Nitin Mukesh_Nishi_Mukesh_Mathur,Directed,SPOUSE
Vijay Anand (filmmaker),Anand-Sahni_family,Directed,RELATIVE
Mala Sinha,terminal_Mala Sinha_Chidambaram_Prasad_Lohani_m_1966_died_2024,Directed,SPOUSE
Mala Sinha,Pratibha_Sinha,Directed,CHILD
Suresh Gopi,Gokul_Suresh,Directed,CHILD
Suresh Gopi,Aranmula_Ponnamma,Directed,PARENT
Vidya Balan,Siddharth_Roy_Kapur,Directed,SPOUSE
Manoj Bajpayee,Shabana_Raza,Directed,SPOUSE
Sohail_Khan,terminal_Sohail Khan_Seema_Sajdeh_m_1998_div_2022,Directed,SPOUSE
Sohail_Khan,Salman_Khan,Directed,SIBLING
Sohail_Khan,Arbaaz_Khan,Directed,SIBLING
Sohail_Khan,Alvira_Khan_Agnihotri,Directed,SIBLING
Sohail_Khan,Salim_Khan_family,Directed,RELATIVE
Anu Malik,terminal_Anu Malik_Anjali_Vasudev_Bhat,Directed,SPOUSE
Anu Malik,Anmol_Malik,Directed,CHILD
Anu Malik,terminal_Anu Malik_Ada_Malik_daughter,Directed,CHILD
Anu Malik,Daboo_Malik,Directed,SIBLING
Anu Malik,Amaal_Mallik,Directed,NEPHEW
Anu Malik,Armaan_Malik,Directed,NEPHEW
Anu Malik,Hasrat_Jaipuri,Directed,UNCLE
Shobana,Travancore_sisters,Directed,AUNT
Shobana,Vineeth,Directed,COUSIN
Shobana,Parvathy_Jayaram,Directed,COUSIN
Shobana,List_of_South_Indian_film_families#Travancore_family,Directed,RELATIVE
Shekhar Kapur,terminal_Shekhar Kapur_Medha_Gujral_m_1984_div_1994,Directed,SPOUSE
Shekhar Kapur,Suchitra_Krishnamoorthi,Directed,SPOUSE
Shekhar Kapur,Sohaila_Kapur,Directed,SIBLING
Shekhar Kapur,Dev_Anand,Directed,UNCLE
Shekhar Kapur,Chetan_Anand_(director),Directed,UNCLE
Shekhar Kapur,Vijay_Anand_(filmmaker),Directed,UNCLE
Shekhar Kapur,Purab_Kohli,Directed,NEPHEW
Shekhar Kapur,Anand-Sahni_family,Directed,RELATIVE
Manisha_Koirala,terminal_Manisha Koirala_Samrat_Dahal_m_2010_div_2012,Directed,SPOUSE
Manisha_Koirala,Prakash_Koirala,Directed,PARENT
Manisha_Koirala,Koirala_family,Directed,RELATIVE
Amol Palekar,terminal_Amol Palekar_Kamalakar_Palekar_father,Directed,PARENT
Amol Palekar,terminal_Amol Palekar_Suhasini_Palekar_mother,Directed,PARENT
Rimi Sen,terminal_Rimi Sen_Sanghamitra_Sen,Directed,PARENT
Vivek Oberoi,terminal_Vivek Oberoi_Priyanka_Alva_Oberoi_m_2010,Directed,SPOUSE
Irrfan Khan,terminal_Irrfan Khan_Sutapa_Sikdar_m_1995,Directed,SPOUSE
Irrfan Khan,Babil_Khan,Directed,CHILD
Paresh Rawal,Swaroop_Sampat,Directed,SPOUSE
Paresh Rawal,Aditya_Rawal,Directed,CHILD
Rahul Bose,S._P._P._Thorat,Directed,PARENT
Moti_Lal_Kemmu,Kunal_Khemu,Directed,CHILD
Balraj Sahni,Parikshit_Sahni,Directed,CHILD
Balraj Sahni,Bhisham_Sahni,Directed,SIBLING
Balraj Sahni,Anand%E2%80%93Sahni_family,Directed,RELATIVE
Kamal_Haasan,Vani_Ganapathy,Directed,SPOUSE
Kamal_Haasan,Sarika_Thakur,Directed,SPOUSE
Kamal_Haasan,Shruti_Haasan,Directed,CHILD
Kamal_Haasan,Akshara_Haasan,Directed,CHILD
Kamal_Haasan,terminal_Kamal Haasan_Srinivasan_father,Directed,PARENT
Kamal_Haasan,terminal_Kamal Haasan_Rajalakshmi_mother,Directed,PARENT
Kamal_Haasan,List_of_South_Indian_film_families#Haasan_family,Directed,RELATIVE
Asha_Bhosle,R._D._Burman,Directed,SPOUSE
Asha_Bhosle,Varsha_Bhosle,Directed,CHILD
Asha_Bhosle,Deenanath_Mangeshkar,Directed,PARENT
Asha_Bhosle,List_of_Hindi_film_families#Mangeshkar-Hardikar-Abhisheki-Kolhapure_extended_family,Directed,RELATIVE
Asha_Bhosle,Mangeshkar_family,Directed,RELATIVE
Asha_Bhosle,Manikya_dynasty,Directed,RELATIVE
R._D._Burman,terminal_R. D. Burman_Rita_Patel_m_1966_div_1971,Directed,SPOUSE
R._D._Burman,S._D._Burman,Directed,PARENT
R._D._Burman,Meera_Dev_Burman,Directed,PARENT
Dilip Kumar,Saira_Banu,Directed,SPOUSE
Dilip Kumar,terminal_Dilip Kumar_Asma_Rehman_m_1981_div_1983,Directed,SPOUSE
Dilip Kumar,Ayub_Khan_(actor),Directed,NEPHEW
Dilip Kumar,K._Asif,Directed,SIBLING
Dilip Kumar,Mian_Ehsan-ul-Haq,Directed,PARENT
Dilip Kumar,Naseem_Banu,Directed,PARENT
Dilip Kumar,Sayyeshaa,Directed,NIECE
Jeetendra,Shobha_Kapoor,Directed,SPOUSE
Jeetendra,Ekta_Kapoor,Directed,CHILD
Jeetendra,Tusshar_Kapoor,Directed,CHILD
Jeetendra,Abhishek_Kapoor,Directed,NEPHEW
Gayatri Joshi,terminal_Gayatri Joshi_Vikas_Oberoi_m_2005,Directed,SPOUSE
Vidhu Vinod Chopra,Renu_Saluja,Directed,SPOUSE
Vidhu Vinod Chopra,terminal_Vidhu Vinod Chopra_Shabnam_Sukhdev_m_1985_div_1989,Directed,SPOUSE
Vidhu Vinod Chopra,Anupama_Chopra,Directed,SPOUSE
Vidhu Vinod Chopra,Zuni_Chopra,Directed,CHILD
Vidhu Vinod Chopra,Agni_Chopra,Directed,CHILD
Vidhu Vinod Chopra,Ramanand_Sagar,Directed,SIBLING
Vidhu Vinod Chopra,Kamna_Chandra,Directed,PARENT
Vidhu Vinod Chopra,Vikram_Chandra_(novelist),Directed,SIBLING
Vidhu Vinod Chopra,Tanuja_Chandra,Directed,SIBLING
Kabir_Bedi,Protima_Bedi,Directed,SPOUSE
Kabir_Bedi,terminal_Kabir Bedi_Susan_Humphreys_m_1980_div_1990,Directed,SPOUSE
Kabir_Bedi,Nikki_Bedi,Directed,SPOUSE
Kabir_Bedi,terminal_Kabir Bedi_Parveen_Dusanj_m_2016,Directed,SPOUSE
Kabir_Bedi,Pooja_Bedi,Directed,CHILD
Kabir_Bedi,Freda_Bedi,Directed,PARENT
Kabir_Bedi,Alaya_F,Directed,CHILD
Malaika_Arora,Arbaaz_Khan,Directed,SPOUSE
Malaika_Arora,Amrita_Arora,Directed,SIBLING
Rinke_Khanna,terminal_Rinke Khanna_Samir_Saran_m_2003,Directed,SPOUSE
Rinke_Khanna,Rajesh_Khanna,Directed,PARENT
Rinke_Khanna,Dimple_Kapadia,Directed,PARENT
Rinke_Khanna,Twinkle_Khanna,Directed,SIBLING
Rinke_Khanna,List_of_Hindi_film_families#Khanna-Kapadia-Bhatia_family,Directed,RELATIVE
Suchitra_Sen,terminal_Suchitra Sen_Dibanath_Sen_m_1947_died_1970,Directed,SPOUSE
Suchitra_Sen,Moon_Moon_Sen,Directed,CHILD
Suchitra_Sen,Raima_Sen,Directed,CHILD
Suchitra_Sen,Riya_Sen,Directed,CHILD
Esha_Deol,terminal_Esha Deol_Bharat_Takhtani_m_2012_div_2024,Directed,SPOUSE
Gulshan Rai,Rajiv_Rai,Directed,CHILD
Amrish Puri,terminal_Amrish Puri_Urmila_Diveker_m_1957,Directed,SPOUSE
Amrish Puri,Chaman_Puri,Directed,SIBLING
Amrish Puri,Madan_Puri,Directed,SIBLING
Amrish Puri,K._L._Saigal,Directed,SIBLING
Amrish Puri,Vardhan_Puri,Directed,SIBLING
Shah Rukh Khan,Gauri_Khan,Directed,SPOUSE
Shah Rukh Khan,Aryan_Khan,Directed,CHILD
Shah Rukh Khan,Suhana_Khan,Directed,CHILD
Rajinikanth,Latha_Rajinikanth,Directed,SPOUSE
Rajinikanth,Aishwarya_Rajinikanth,Directed,CHILD
Rajinikanth,Soundarya_Rajinikanth,Directed,CHILD
Rajinikanth,List_of_South_Indian_film_families#Rajinikanth_family,Directed,RELATIVE
Mohanlal,terminal_Mohanlal_Suchitra_m_1988,Directed,SPOUSE
Mohanlal,Pranav_Mohanlal,Directed,CHILD
Mohanlal,K._Balaji,Directed,PARENT
Mohanlal,Suresh_Balaje,Directed,PARENT
Mohanlal,B._Unnikrishnan,Directed,PARENT
Arjun Rampal,Mehr_Jesia,Directed,SPOUSE
Tabu (actress),List_of_Hindi_film_families#Akhtar–Azmi–Kher_family,Directed,RELATIVE
Ashok Kumar,terminal_Ashok Kumar_Shobha_Devi_m_1935,Directed,SPOUSE
Ashok Kumar,Preeti_Ganguly,Directed,CHILD
Ashok Kumar,Ganguly_family,Directed,RELATIVE
Ashok Kumar,Mukherjee-Samarth_family,Directed,RELATIVE
Lara Dutta,Mahesh_Bhupathi,Directed,SPOUSE
Amrita Rao,terminal_Amrita Rao_Anmol_Sood_m_2016,Directed,SPOUSE
Amrita Rao,Preetika_Rao,Directed,SIBLING
Raveena Tandon,terminal_Raveena Tandon_Anil_Thadani_m_2004,Directed,SPOUSE
Raveena Tandon,Ravi_Tandon,Directed,PARENT
Raveena Tandon,Rakhee_Tandon_(actress),Directed,SIBLING
Raveena Tandon,Mac_Mohan,Directed,UNCLE
Raveena Tandon,Manjari_Makijany,Directed,COUSIN
Raveena Tandon,Kiran_Rathod,Directed,COUSIN
Fatma Begum,Sidi_Ibrahim_Muhammad_Yakut_Khan_III,Directed,SPOUSE
Fatma Begum,Zubeida,Directed,CHILD
Fatma Begum,Sultana_(actress),Directed,CHILD
Fatma Begum,Jamila_Razzaq,Directed,CHILD
Fatma Begum,Rhea_Pillai,Directed,CHILD
Bhumika Chawla,terminal_Bhumika Chawla_Bharath_Thakur_m_2007,Directed,SPOUSE
Tusshar_Kapoor,Jeetendra,Directed,PARENT
Tusshar_Kapoor,Shobha_Kapoor,Directed,PARENT
Tusshar_Kapoor,Ekta_Kapoor,Directed,SIBLING
Tusshar_Kapoor,Abhishek_Kapoor,Directed,SIBLING
Dimple_Kapadia,Rajesh_Khanna,Directed,SPOUSE
Dimple_Kapadia,Twinkle_Khanna,Directed,CHILD
Dimple_Kapadia,Rinke_Khanna,Directed,CHILD
Dimple_Kapadia,List_of_Hindi_film_families#Khanna-Kapadia-Bhatia_family,Directed,RELATIVE
Juhi Chawla,Jay_Mehta,Directed,SPOUSE
Victor Banerjee,terminal_Victor Banerjee_Maya_Bhate_Banerjee,Directed,SPOUSE
Rituparna Sengupta,terminal_Rituparna Sengupta_Sanjay_Chakrabarty_m_1999,Directed,SPOUSE
Shahid Kapoor,terminal_Shahid Kapoor_Mira_Rajput_m_2015,Directed,SPOUSE
Shahid Kapoor,List_of_Hindi_film_families#Kapur–Pathak–Shah–Pahwa_family,Directed,RELATIVE
Aamir Khan,terminal_Aamir Khan_Reena_Dutta_m_1986_div_2002,Directed,SPOUSE
Aamir Khan,Kiran_Rao,Directed,SPOUSE
Aamir Khan,Junaid_Khan_(Indian_actor),Directed,CHILD
Aamir Khan,Tahir_Hussain,Directed,PARENT
Aamir Khan,List_of_Hindi_film_families#Khan–Hussain_family_(of_Nasir_Hussain),Directed,RELATIVE
Lata Mangeshkar,Deenanath_Mangeshkar,Directed,PARENT
Lata Mangeshkar,terminal_Lata Mangeshkar_Shevanti_Mangeshkar_mother,Directed,PARENT
Lata Mangeshkar,List_of_Hindi_film_families#Mangeshkar-Hardikar-Abhisheki-Kolhapure_extended_family,Directed,RELATIVE
Lata Mangeshkar,Mangeshkar_family,Directed,RELATIVE
Prem_Nazir,terminal_Prem Nazir_Habeeba_Beevi_m_1954,Directed,SPOUSE
Prem_Nazir,Shanavas_(actor),Directed,CHILD
Prem_Nazir,Prem_Nawas,Directed,SIBLING
Mukesh (singer),terminal_Mukesh (singer)_Saral_Trivedi_Raichand_m_1946,Directed,SPOUSE
Mukesh (singer),Nitin_Mukesh,Directed,CHILD
Mukesh (singer),Neil_Nitin_Mukesh,Directed,CHILD
Mehmood (actor),Lucky_Ali,Directed,CHILD
Mehmood (actor),Macky_Ali,Directed,CHILD
Mehmood (actor),Ginny_Ali,Directed,CHILD
Mehmood (actor),Meena_Kumari,Directed,SIBLING
Mehmood (actor),List_of_Hindi_film_clans#Ali-Amrohi_family,Directed,SIBLING
Mehmood (actor),Mehmood_Ali_family,Directed,RELATIVE
Meera Jasmine,terminal_Meera Jasmine_John_Titus_m_2014,Directed,SPOUSE
Pooja Bedi,terminal_Pooja Bedi_Farhan_Ebrahim_Furniturewala_m_1994_div_2003,Directed,SPOUSE
Pooja Bedi,Alaya_F,Directed,CHILD
Pooja Bedi,Kabir_Bedi,Directed,PARENT
Pooja Bedi,Protima_Bedi,Directed,PARENT
Pooja Bedi,Freda_Bedi,Directed,PARENT
Sangeeta Bijlani,Mohammad_Azharuddin,Directed,SPOUSE
Jayan,terminal_Jayan_Madhavan_Pillai,Directed,PARENT
Jayan,terminal_Jayan_Bharathiyamma,Directed,PARENT
Jayan,Jayabharathi,Directed,COUSIN
Nauheed Cyrusi,terminal_Nauheed Cyrusi_Rustom_Contractor_m_2017,Directed,SPOUSE
Madhuri Dixit,terminal_Madhuri Dixit_Shriram_Madhav_Nene_m_1999,Directed,SPOUSE
Salman_Khan,Salim_Khan,Directed,PARENT
Salman_Khan,Helen_(actress),Directed,PARENT
Salman_Khan,Arbaaz_Khan,Directed,SIBLING
Salman_Khan,Alvira_Khan_Agnihotri,Directed,SIBLING
Salman_Khan,Salim_Khan_family,Directed,RELATIVE
Om Puri,Seema_Kapoor,Directed,SPOUSE
Rakesh Roshan,terminal_Rakesh Roshan_Pinkie_Roshan_m_1970,Directed,SPOUSE
Rakesh Roshan,Hrithik_Roshan,Directed,CHILD
Rakesh Roshan,Roshan_(music_director),Directed,PARENT
Rakesh Roshan,Ira_Roshan,Directed,PARENT
Rakesh Roshan,List_of_Hindi_film_clans#Nagrath_family_(Roshan_family),Directed,RELATIVE
Kishore_Kumar,Ruma_Guha_Thakurta,Directed,SPOUSE
Kishore_Kumar,Madhubala,Directed,SPOUSE
Kishore_Kumar,Yogeeta_Bali,Directed,SPOUSE
Kishore_Kumar,Leena_Chandavarkar,Directed,SPOUSE
Kishore_Kumar,Amit_Kumar,Directed,CHILD
Kishore_Kumar,Ganguly_family,Directed,RELATIVE
Kishore_Kumar,Mukherjee-Samarth_family,Directed,RELATIVE
Celina Jaitly,terminal_Celina Jaitly_Peter_Haag_m_2011,Directed,SPOUSE
Celina Jaitly,terminal_Celina Jaitly_4_1_deceased,Directed,CHILD
Madhubala,Chanchal_(actress),Directed,SIBLING
Madhubala,Ganguly_family,Directed,SIBLING
Mani Ratnam,Suhasini_Maniratnam,Directed,SPOUSE
Mani Ratnam,G._Venkateswaran,Directed,SIBLING
Mani Ratnam,Charuhasan,Directed,PARENT
Mani Ratnam,Kamal_Haasan,Directed,UNCLE
Ritwik_Ghatak,Aroma_Dutta,Directed,NIECE
Ritwik_Ghatak,Manish_Ghatak,Directed,NIECE
Ritwik_Ghatak,Mahasweta_Devi,Directed,NIECE
Ritwik_Ghatak,Parambrata_Chatterjee,Directed,NIECE
Ritwik_Ghatak,Nabarun_Bhattacharya,Directed,NIECE
Ritwik_Ghatak,Bijon_Bhattacharya,Directed,NIECE
Sanjay_Dutt,Richa_Sharma_(actress),Directed,SPOUSE
Sanjay_Dutt,Rhea_Pillai,Directed,SPOUSE
Sanjay_Dutt,Manyata_Dutt,Directed,SPOUSE
Sanjay_Dutt,Sunil_Dutt,Directed,PARENT
Sanjay_Dutt,Nargis_Dutt,Directed,PARENT
Sanjay_Dutt,List_of_Hindi_film_clans#Dutt_family_(of_Sunil_Dutt),Directed,RELATIVE
Saeed Jaffrey,Madhur_Jaffrey,Directed,SPOUSE
Saeed Jaffrey,Sakina_Jaffrey,Directed,CHILD
Saeed Jaffrey,Kiara_Advani,Directed,NIECE
Dr. Rajkumar,Parvathamma_Rajkumar,Directed,SPOUSE
Dr. Rajkumar,Shiva_Rajkumar,Directed,CHILD
Dr. Rajkumar,Raghavendra_Rajkumar,Directed,CHILD
Dr. Rajkumar,Puneeth_Rajkumar,Directed,CHILD
Dr. Rajkumar,List_of_South_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Bharat Bhushan,terminal_Bharat Bhushan_Anuradha_BhushanAparajita_Bhushan,Directed,CHILD
Dev_Anand,Kalpana_Kartik,Directed,SPOUSE
Dev_Anand,Suneil_Anand,Directed,CHILD
Dev_Anand,List_of_Hindi_film_clans#Anand–Sahni_family,Directed,RELATIVE
Raaj Kumar,terminal_Raaj Kumar_Gayatri_Kumar,Directed,SPOUSE
Raaj Kumar,Puru_Raaj_Kumar,Directed,CHILD
Mammootty,terminal_Mammootty_Sulfath_m_1979,Directed,SPOUSE
Mammootty,Dulquer_Salmaan,Directed,CHILD
Mammootty,List_of_Hindi_film_families#Mammootty_family,Directed,RELATIVE
Mallika Sherawat,terminal_Mallika Sherawat_Karan_Singh_Gill_m_1997_divorced,Directed,SPOUSE
Soundarya,terminal_Soundarya_G_S_Raghu_m_2003,Directed,SPOUSE
Suniel Shetty,terminal_Suniel Shetty_Monisha_Kadri_m_1991,Directed,SPOUSE
Suniel Shetty,Athiya_Shetty,Directed,CHILD
Suniel Shetty,Ahan_Shetty,Directed,CHILD
Suniel Shetty,KL_Rahul,Directed,CHILD
Subodh Mukherjee,Mukherjee-Samarth_family,Directed,RELATIVE
Preeti Jhangiani,Parvin_Dabbas,Directed,SPOUSE
Minissha Lamba,terminal_Minissha Lamba_Ryan_Tham_m_2015_div_2020,Directed,SPOUSE
Twinkle_Khanna,Akshay_Kumar,Directed,SPOUSE
Twinkle_Khanna,Rajesh_Khanna,Directed,PARENT
Twinkle_Khanna,Dimple_Kapadia,Directed,PARENT
Twinkle_Khanna,List_of_Hindi_film_families#Khanna-Kapadia-Bhatia_family,Directed,RELATIVE
Arbaaz_Khan,Alvira_Khan_Agnihotri,Directed,SIBLING
Arbaaz_Khan,Salim_Khan_family,Directed,RELATIVE
Shakti Kapoor,Siddhanth_Kapoor,Directed,CHILD
Shakti Kapoor,Shraddha_Kapoor,Directed,CHILD
Shakti Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Shakti_Kapoor),Directed,RELATIVE
Rajesh_Khanna,Twinkle_Khanna,Directed,CHILD
Rajesh_Khanna,Rinke_Khanna,Directed,CHILD
Rajesh_Khanna,Akshay_Kumar,Directed,CHILD
Rajesh_Khanna,Simple_Kapadia,Directed,SIBLING
Preity Zinta,terminal_Preity Zinta_Gene_Goodenough_m_2016,Directed,SPOUSE
Rani Mukerji,Aditya_Chopra,Directed,SPOUSE
Rani Mukerji,Ram_Mukherjee,Directed,PARENT
Rani Mukerji,Mukherjee-Samarth_family,Directed,RELATIVE
Rani Mukerji,List_of_Hindi_film_clans#Chopra_family,Directed,RELATIVE
Yash Chopra,Pamela_Chopra,Directed,SPOUSE
Yash Chopra,Aditya_Chopra,Directed,CHILD
Yash Chopra,Uday_Chopra,Directed,CHILD
Yash Chopra,List_of_Hindi_film_families#Chopra_family,Directed,RELATIVE
Nikki Bedi,Kabir_Bedi,Directed,SPOUSE
Mumtaz (Indian actress),Mayur_Madhvani,Directed,SPOUSE
Mumtaz (Indian actress),terminal_Mumtaz (Indian actress)_2_Natasha_and_Tanya,Directed,CHILD
Mumtaz (Indian actress),Malika_Askari,Directed,SIBLING
Mumtaz (Indian actress),Randhawa_(wrestler),Directed,SIBLING
Mumtaz (Indian actress),Shaad_Randhawa,Directed,SIBLING
Mumtaz (Indian actress),Fardeen_Khan,Directed,SIBLING
Ameesha Patel,Ashmit_Patel,Directed,SIBLING
Ameesha Patel,Rajni_Patel,Directed,SIBLING
Anupam Kher,Kirron_Kher,Directed,SPOUSE
Anupam Kher,Sikandar_Kher,Directed,CHILD
Anupam Kher,Raju_Kher,Directed,SIBLING
Akshay_Kumar,List_of_Hindi_film_families#Khanna-Kapadia-Bhatia_family,Directed,RELATIVE
