Source,Target,Type,Relation
Raju_Kher,terminal_Raju_Kher_Reema_Kher_m_1986,Directed,SPOUSE
Aditya_Narayan,Shweta_Agarwal,Directed,SPOUSE
Aditya_Narayan,Udit Narayan,Directed,PARENT
Shweta_Agarwal,Udit Narayan,Directed,PARENT
Krishna_(Telugu_actor),terminal_Krishna_(Telugu_actor)_Indira_Devi,Directed,SPOUSE
Krishna_(Telugu_actor),Vijaya_Nirmala,Directed,SPOUSE
Krishna_(Telugu_actor),Mahesh_Babu,Directed,CHILD
Krishna_(Telugu_actor),List_of_South_Indian_film_families#Ghattamaneni_family,Directed,RELATIVE
Mala Sinha,terminal_Mala_Sinha_Chidambaram_Prasad_Lohani_m_1966_died_2024,Directed,SPOUSE
Atul_Agnihotri,Alizeh_Agnihotri,Directed,CHILD
Atul_Agnihotri,Rati_Agnihotri,Directed,COUSIN
Atul_Agnihotri,Tanuj_Virwani,Directed,COUSIN
Atul_Agnihotri,List_of_Hindi_film_clans#Khan_family_(of_Salim_Khan),Directed,COUSIN
Alizeh_Agnihotri,Atul_Agnihotri,Directed,PARENT
Alizeh_Agnihotri,Alvira_Khan,Directed,PARENT
Alizeh_Agnihotri,Salim_Khan_family,Directed,RELATIVE
Alizeh_Agnihotri,Rati_Agnihotri,Directed,AUNT
Alizeh_Agnihotri,Tanuj_Virwani,Directed,COUSIN
Sardar_Malik,terminal_Sardar_Malik_Bilqis,Directed,SPOUSE
Anu Malik,terminal_Anu_Malik_Anjali_Vasudev_Bhat,Directed,SPOUSE
Anu Malik,terminal_Anu_Malik_Ada_Malik_daughter,Directed,CHILD
Jayaram,Kalidas_Jayaram,Directed,CHILD
Kalidas_Jayaram,terminal_Kalidas_Jayaram_Tarini_Kalingarayar_m_2024,Directed,SPOUSE
Kalidas_Jayaram,Jayaram,Directed,PARENT
Kalidas_Jayaram,Parvathy_Jayaram,Directed,PARENT
Shekhar Kapur,terminal_Shekhar_Kapur_Medha_Gujral_m_1984_div_1994,Directed,SPOUSE
Manisha_Koirala,terminal_Manisha_Koirala_Samrat_Dahal_m_2010_div_2012,Directed,SPOUSE
Siddharth_Koirala,Prakash_Koirala,Directed,PARENT
Siddharth_Koirala,Manisha_Koirala,Directed,SIBLING
Siddharth_Koirala,Koirala_family,Directed,RELATIVE
Irrfan Khan,terminal_Irrfan_Khan_Sutapa_Sikdar_m_1995,Directed,SPOUSE
Chamiyan_Bai,terminal_Chamiyan_Bai_Nawab_Abdul_Waheed_Khan,Directed,SPOUSE
Chamiyan_Bai,Naseem_Banu,Directed,CHILD
Chamiyan_Bai,Saira_Banu,Directed,CHILD
Sumeet_Saigal,Farah_(actress),Directed,SPOUSE
Sumeet_Saigal,Sayyeshaa,Directed,CHILD
Sumeet_Saigal,Tabu_(actress),Directed,SIBLING
Sumeet_Saigal,Arya_(actor),Directed,SIBLING
Sathya_(Tamil_actor),Arya_(actor),Directed,SIBLING
Farah_(actress),Vindu_Dara_Singh,Directed,SPOUSE
Farah_(actress),List_of_Hindi_film_families#Akhtar–Azmi–Kher_family,Directed,RELATIVE
Tushar_Kapoor,Jeetendra,Directed,PARENT
Tushar_Kapoor,Shobha_Kapoor,Directed,PARENT
Tushar_Kapoor,Abhishek_Kapoor,Directed,SIBLING
Vidhu Vinod Chopra,terminal_Vidhu_Vinod_Chopra_Shabnam_Sukhdev_m_1985_div_1989,Directed,SPOUSE
Sudhir_Mishra,Sushmita_Mukherjee,Directed,SPOUSE
Sudhir_Mishra,D._N._Mishra,Directed,PARENT
Sudhir_Mishra,Dwarka_Prasad_Mishra,Directed,PARENT
Radha_Saluja,terminal_Radha_Saluja_Samim_Zaidi,Directed,SPOUSE
Amrish Puri,terminal_Amrish_Puri_Urmila_Diveker_m_1957,Directed,SPOUSE
Ravi_Raghavendra,terminal_Ravi_Raghavendra_Lakshmi,Directed,SPOUSE
Ravi_Raghavendra,Anirudh_Ravichander,Directed,CHILD
Ravi_Raghavendra,Rajinikanth,Directed,SIBLING
Ravi_Raghavendra,Y._G._Mahendran,Directed,SIBLING
Y._G._Mahendran,terminal_Y._G._Mahendran_Sudha_Mahendra_m_1975,Directed,SPOUSE
Y._G._Mahendran,Madhuvanti_Arun,Directed,CHILD
Y._G._Mahendran,Y._G._Parthasarathy,Directed,PARENT
Y._G._Mahendran,Rajalakshmi_Parthasarathy,Directed,PARENT
Y._G._Mahendran,Rajnikant,Directed,SIBLING
Y._G._Mahendran,List_of_South_Indian_film_families#Vyjayanthimala_family,Directed,RELATIVE
Dhanush,List_of_South_Indian_film_families#Kasthuri_Raja_family,Directed,RELATIVE
Suchitra_Mohanlal,terminal_Suchitra_Mohanlal_Suchitra_m_1988,Directed,SPOUSE
Suchitra_Mohanlal,Pranav_Mohanlal,Directed,CHILD
Suchitra_Mohanlal,K._Balaji,Directed,PARENT
Suchitra_Mohanlal,Suresh_Balaje,Directed,PARENT
Suchitra_Mohanlal,B._Unnikrishnan,Directed,PARENT
Vismaya_Mohanlal,terminal_Vismaya_Mohanlal_Suchitra_m_1988,Directed,SPOUSE
Vismaya_Mohanlal,Pranav_Mohanlal,Directed,CHILD
Vismaya_Mohanlal,K._Balaji,Directed,PARENT
Vismaya_Mohanlal,Suresh_Balaje,Directed,PARENT
Vismaya_Mohanlal,B._Unnikrishnan,Directed,PARENT
Rajalakshmi_Parthasarathy,Y._G._Parthasarathy,Directed,SPOUSE
Rajalakshmi_Parthasarathy,Y._G._Mahendran,Directed,CHILD
Rajalakshmi_Parthasarathy,T._Rangachari,Directed,COUSIN
Rajalakshmi_Parthasarathy,Vyjayanthimala,Directed,COUSIN
Y._G._Mahendra,terminal_Y._G._Mahendra_Sudha_Mahendra_m_1975,Directed,SPOUSE
Y._G._Mahendra,Madhuvanti_Arun,Directed,CHILD
Y._G._Mahendra,Y._G._Parthasarathy,Directed,PARENT
Y._G._Mahendra,Rajalakshmi_Parthasarathy,Directed,PARENT
Y._G._Mahendra,Rajnikant,Directed,SIBLING
Y._G._Mahendra,Ravi_Raghavendra,Directed,SIBLING
Y._G._Mahendra,Latha_Rajinikanth,Directed,SIBLING
Y._G._Mahendra,List_of_South_Indian_film_families#Vyjayanthimala_family,Directed,RELATIVE
Amrita Rao,terminal_Amrita_Rao_Anmol_Sood_m_2016,Directed,SPOUSE
Raveena Tandon,terminal_Raveena_Tandon_Anil_Thadani_m_2004,Directed,SPOUSE
Nanji_Kalidas_Mehta,terminal_Nanji_Kalidas_Mehta_Santoshben_Mehta,Directed,SPOUSE
Nanji_Kalidas_Mehta,Jay_Mehta,Directed,CHILD
Nanji_Kalidas_Mehta,Shekhar_Mehta,Directed,CHILD
Aamir Khan,terminal_Aamir_Khan_Reena_Dutta_m_1986_div_2002,Directed,SPOUSE
Aditi_Rao_Hydari,Satyadeep_Mishra,Directed,SPOUSE
Aditi_Rao_Hydari,Siddharth_(actor),Directed,SPOUSE
Aditi_Rao_Hydari,Vidya_Rao,Directed,PARENT
Aditi_Rao_Hydari,Tyabji_family,Directed,RELATIVE
Prem_Nazir,terminal_Prem_Nazir_Habeeba_Beevi_m_1954,Directed,SPOUSE
Shanawas,terminal_Shanawas_Ayisha,Directed,SPOUSE
Shanawas,terminal_Shanawas_Ajith_Khan_Shameer_Khan,Directed,CHILD
Shanawas,Prem_Nazir,Directed,PARENT
Shanawas,terminal_Shanawas_Habeeba_Beevi,Directed,PARENT
Shanawas,Prem_Nawas,Directed,UNCLE
Mukesh_(singer),terminal_Mukesh_(singer)_Saral_Trivedi_Raichand_m_1946,Directed,SPOUSE
Mukesh_(singer),Nitin_Mukesh,Directed,CHILD
Mukesh_(singer),Neil_Nitin_Mukesh,Directed,CHILD
Mehmood_Ali,Lucky_Ali,Directed,CHILD
Mehmood_Ali,Macky_Ali,Directed,CHILD
Mehmood_Ali,Ginny_Ali,Directed,CHILD
Mehmood_Ali,Meena_Kumari,Directed,SIBLING
Mehmood_Ali,List_of_Hindi_film_clans#Ali-Amrohi_family,Directed,SIBLING
Mehmood_Ali,Mehmood_Ali_family,Directed,RELATIVE
Minoo_Mumtaz,terminal_Minoo_Mumtaz_Sayeed_Ali_Akbar,Directed,SPOUSE
Minoo_Mumtaz,Mumtaz_Ali,Directed,PARENT
Minoo_Mumtaz,List_of_Hindi_film_clans#Ali-Amrohi_family,Directed,RELATIVE
Sathaar,Krish_J._Sathaar,Directed,CHILD
Sathaar,terminal_Sathaar_Khadar_Pillai,Directed,PARENT
Sathaar,terminal_Sathaar_Fathima,Directed,PARENT
Krish_J._Sathaar,terminal_Krish_J._Sathaar_Sonali_Nabeel_m_2020,Directed,SPOUSE
Krish_J._Sathaar,Sathaar,Directed,PARENT
Krish_J._Sathaar,Jayabharathi,Directed,PARENT
Rakesh Roshan,terminal_Rakesh_Roshan_Pinkie_Roshan_m_1970,Directed,SPOUSE
Rajesh_Roshan,terminal_Rajesh_Roshan_2_including_Pashmina_Roshan,Directed,CHILD
Rajesh_Roshan,Roshan_(music_director),Directed,PARENT
Rajesh_Roshan,Ira_Roshan,Directed,PARENT
Rajesh_Roshan,List_of_Hindi_film_clans#Nagrath_family_(Roshan_family),Directed,RELATIVE
Mithun_Chakraborty,Helena_Luke,Directed,SPOUSE
Mithun_Chakraborty,Mahakshay_Chakraborty,Directed,CHILD
Mithun_Chakraborty,Ushmey_Chakraborty,Directed,CHILD
Mithun_Chakraborty,Namashi_Chakraborty,Directed,CHILD
Mithun_Chakraborty,List_of_Hindi_film_clans#Chakraborty_family,Directed,RELATIVE
Mahaakshay_Chakraborty,Madalsa_Sharma,Directed,SPOUSE
Mahaakshay_Chakraborty,Mithun_Chakraborty,Directed,PARENT
Mahaakshay_Chakraborty,Yogeeta_Bali,Directed,PARENT
Mahaakshay_Chakraborty,List_of_Hindi_film_clans#Chakraborty_family,Directed,RELATIVE
Ushmey_Chakraborty,Mithun_Chakraborty,Directed,PARENT
Ushmey_Chakraborty,Yogeeta_Bali,Directed,PARENT
Ushmey_Chakraborty,List_of_Hindi_film_clans#Chakraborty_family,Directed,RELATIVE
Dayanand_Bandodkar,Shashikala_Kakodkar,Directed,CHILD
Dayanand_Bandodkar,Leena_Chandavarkar,Directed,CHILD
Shashikala_Kakodkar,terminal_Shashikala_Kakodkar_Gurudatt_Kakodkar_m_1963,Directed,SPOUSE
Ritwik_Kumar_Ghatak,Aroma_Dutta,Directed,NIECE
Ritwik_Kumar_Ghatak,Manish_Ghatak,Directed,NIECE
Ritwik_Kumar_Ghatak,Mahasweta_Devi,Directed,NIECE
Ritwik_Kumar_Ghatak,Parambrata_Chatterjee,Directed,NIECE
Ritwik_Kumar_Ghatak,Nabarun_Bhattacharya,Directed,NIECE
Ritwik_Kumar_Ghatak,Bijon_Bhattacharya,Directed,NIECE
Mahashweta_Devi,Bijon_Bhattacharya,Directed,SPOUSE
Mahashweta_Devi,Nabarun_Bhattacharya,Directed,CHILD
Mahashweta_Devi,Manish_Ghatak,Directed,PARENT
Mahashweta_Devi,Ritwik_Ghatak,Directed,PARENT
Priya_Dutt,terminal_Priya_Dutt_Owen_Roncon_m_2003,Directed,SPOUSE
Priya_Dutt,Sunil_Dutt,Directed,PARENT
Priya_Dutt,Nargis_Dutt,Directed,PARENT
Priya_Dutt,Sanjay_Dutt,Directed,SIBLING
Priya_Dutt,List_of_Hindi_film_clans#Dutt_family_.28of_Sunil_Dutt.29,Directed,RELATIVE
Jaddanbai,terminal_Jaddanbai_Narottamdas_Khatri,Directed,SPOUSE
Jaddanbai,terminal_Jaddanbai_Irshad_Meer_Khan,Directed,SPOUSE
Jaddanbai,terminal_Jaddanbai_Mohanchand_Uttamchand_Dutt_Abdul_Rashid,Directed,SPOUSE
Jaddanbai,Anwar_Hussain_(actor),Directed,CHILD
Jaddanbai,Nargis_Dutt,Directed,CHILD
Jaddanbai,Priya_Dutt,Directed,CHILD
Jaddanbai,Sanjay_Dutt,Directed,CHILD
Jaddanbai,Sunil_Dutt,Directed,CHILD
Jaddanbai,List_of_Hindi_film_families#Dutt_family_(of_Sunil_Dutt),Directed,CHILD
Maya_Jaggi,Madhur_Jaffrey,Directed,AUNT
Dr._Rajkumar,Shiva_Rajkumar,Directed,CHILD
Dr._Rajkumar,Raghavendra_Rajkumar,Directed,CHILD
Dr._Rajkumar,Puneeth_Rajkumar,Directed,CHILD
Dr._Rajkumar,List_of_South_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Vinay_Rajkumar,Raghavendra_Rajkumar,Directed,PARENT
Vinay_Rajkumar,List_of_South_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Yuva_Rajkumar,Raghavendra_Rajkumar,Directed,PARENT
Yuva_Rajkumar,List_of_South_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Suniel Shetty,terminal_Suniel_Shetty_Monisha_Kadri_m_1991,Directed,SPOUSE
Sunil_Shetty,terminal_Sunil_Shetty_Monisha_Kadri_m_1991,Directed,SPOUSE
Sunil_Shetty,Athiya_Shetty,Directed,CHILD
Sunil_Shetty,Ahan_Shetty,Directed,CHILD
Sunil_Shetty,KL_Rahul,Directed,CHILD
Mumtaz_(Indian_actress),terminal_Mumtaz_(Indian_actress)_2_Natasha_and_Tanya,Directed,CHILD
Mumtaz_(Indian_actress),Randhawa_(wrestler),Directed,SIBLING
Mumtaz_(Indian_actress),Shaad_Randhawa,Directed,SIBLING
Mumtaz_(Indian_actress),Fardeen_Khan,Directed,SIBLING
Muljibhai_Madhvani,Mayur_Madhvani,Directed,CHILD
Muljibhai_Madhvani,Nimisha_Madhvani,Directed,CHILD
Muljibhai_Madhvani,Mumtaz_(Indian_actress),Directed,CHILD
Nimisha_Madhvani,terminal_Nimisha_Madhvani_divorced,Directed,SPOUSE
Nimisha_Madhvani,Muljibhai_Madhvani,Directed,PARENT
Nimisha_Madhvani,Mayur_Madhvani,Directed,PARENT
Udit Narayan,terminal_Udit_Narayan_Ranjana_Jha_m_1984_separated,Directed,SPOUSE
Udit Narayan,terminal_Udit_Narayan_Deepa_Gahatraj_m_1985,Directed,SPOUSE
